LELL  Sabadell 
SWFA  Fazenda Pamplona 
YLOX  Loxton 
YBAK  Brooklands Air Park 
SWEZ  Fazenda Santa Rita de Cassia 
ND38  Rices Airpark 
YLLC  LILLA CREEK 
UT17  Pfeiler Ranch 
ID31  [H] Young 
WNU  Wanuma 
WIPL  Padang Kemiling 
XA64  NASH RANCH 
VA49  Lynnhaven Field 
NM86  Playas Air Strip 
7TX5  MABEE RANCH 
5PA6  Shield Farm 
FYMW  Moewe Bay 
DA15  Saida 
SINN  Fazenda Nova Holanda 
I30  Berea-Richmond 
EKMD  Maanedalen 
IS00  Jay Schertz Farm 
KEBA  Elbert Co Patz Fld 
EGXH  RAF Honington 
SIMU  Fazenda Mutum 
FYNL  Namushasha Lodge 
96OI  [H] Kettering Hospital 
2H4  Triple H 
58C  Jana 
YWOX  WOORLBA 
ENEK  [H] Ekofisk H Platform 
LIBR  Brindisi Casale 
YYAK  Yalkulka 
0P0  [H] Valley Forge Bicentennial 
SWSW  [H] PCDF 
4AK6  Wolf Lake 
U56  RIGBY JEFFERSON CO 
NH09  [H] Seabrook Station 
GA93  Bishops 
SWPL  Posto Leonardo Vilas Boa 
OK17  Jerome 
0TN1  [S] Tims Ford 
HL78  HABIT AWLAD MUHAMMAD 
MZ31  Spanish Lookout Airstrip 
7TN8  [H] Van Stratum 
OEJN  Jeddah King Abdulaziz Intl 
YGID  GIDGEE 
WN66  [S] Cranberry International 
KPLR  ST CLAIR CO 
KGLH  MID DELTA RGNL 
69OK  Green Country Airpark 
78VA  Hilldale 
EICM  [X] Galway 
8NC2  Big Oaks 
SIXC  [H] EMBRASE 
SEMO  MONTALVO 
EGNE  Retford Gamston 
5N2  PRENTICE 
WY57  [H] Wyoming Medical Center 
E01  Roy Hurd Mem 
WRRS  Sumbawa Besar 
SIYG  [H] Gorduras e Margarinas Especiais GME 
OPST  Sialkot International Airport 
VT85  Nam Phong 
YPKA  Karratha 
XEK0018  Gilleleje 
KPNM  Princeton Muni 
YEPD  EPIC ENERGY FOUR 
UTST  Termez 
AL48  [H] Thomasville Hospital 
WN72  Kinch Farms 
4FL4  Darrah Air Park 
SPTU  Padre Aldamiz 
KPMV  Plattsmouth Muni 
SWRS  Fazenda Santa Monica 
YBUY  Bunyan 
FL41  Okeelanta 
WI14  Baldwin 
GA87  High Valley Airpark 
U42  South Valley Regional Airport 
SWQH  Agropecuaria Nova Santana 
OK03  DOWNTOWN AIRPARK 
48IN  [H] 123 Arcom 
YWMG  Weilmoringal 
2I0  Madisonville Muni 
EG90  Shotteswell 
0CL4  [H] Glen Fed 
MM14  RIO VERDE 
XOR0001  Arbat 
ENDO  Dokka 
0Q4  Selma 
PN53  Strohmier 
NH35  [H] Hampton Abex Inc 
AK06  Denali 
IA82  [H] Mercy Hospital Medical Center - Privat 
2K8  Argonia Municipal 
YUTP  Utopia 
EF6  Forestburg 
ENFG  Fagernes Leirin 
L83  Thibodaux Muni 
LKZA  Zabreh 
VVTH  DONG TAC 
3TS6  [H] Lawrence Administrative Services Inc 
EGNR  Hawarden 
AU89  Abrolhos Islands 
SEMX  MARAGROSA 
9X2  Flying Baron Estates 
XEK000J  Helsingoer Hospital 
89NJ  Strawberry Fields 
MD82  Ragged Island 
XAYMHY  Morehead 
YERL  Erldunda 
AL60  Duggers Field 
YGKL  Great Keppel Island 
AL74  Grimes Field 
CZEE  Kelsey 
KRUE  Russellville Regl 
7CO1  Dave Nash Ranch 
SIYP  Fazenda Shangri-La 
EGOV  RAF Valley 
6NC7  Rattlesnake Ridge 
SKBO  El Dorado Intl 
9Y6  [S] Waldref 
SIZK  Fazenda Vera Cruz 
10FD  Altha International 
EGLM  White Waltham 
LICA  Lamezia Terme 
KNEN  Whitehouse Naval OLF 
YWMP  Wrotham Park 
ENGC  [H] Gullfaks C Platform 
0CO8  Cartwheel 
RCSP  Taiping 
MM28  TIZAYUCA 
0R8  Summerell 
BIAL  Alftarver 
PN47  Lohrs Landing 
WI1B  BATUJAJAR 
AK12  Flying Crown 
YBUN  Bunbury 
55FD  Dotson 
IA96  [H] Baum-Harmon Memorial Hospital 
SWRD  Rondonopolis 
HL50  Zelten Sw New 
PKRO  Dyess AAF 
CT07  Skis Landing Area 
XK7S2  Winnett 
GA50  [H] Radisson Customer Parking Garage 
XS19  Putz 
0CA3  Crawford 
19CA  [H] Henry Mayo Newhall Memorial Hospital 
AYTK  Tokua 
VTCC  Chiang Mai Intl 
LIMJ  Genova Sestri 
2D7  Beach City 
KDP  Kandep 
SNRF  [H] Ecofabril 
8II7  [H] Allison Plant 8 
22F  KENT CO 
VT52  Shaw Meadow 
1KS7  Hitch Feeders Ii Inc. 
5B1  John H Boylan State 
EGBF  Bedford 
FYTB  Tsaobis Leopard Nature Park 
CD50  [H] Teepee Park 
ZBEN  Ejin Banner Taolai 
43TX  Mid-Valley Dusters Inc 
LYKV  Kraljevo Ladevci 
MS58  Tullos Field 
HE11  BADR EL DIN 
9TA2  URSCHEL RANCH 
50WI  Earls Air Park 
OEDR  King Abdulaziz AB 
NA60  Dakota 
3OK0  Valley 
KILG  New Castle 
SIUD  [H] Montes Horere 
9V9  Chamberlain Muni 
VT46  Northern Lights 
MD69  Harris 
01PA  [H] Pine 
EGCB  Manchester Barton 
5C5  Isley Field 
KGAO  South Lafourche 
20Y  Pilots Cove 
CD44  [H] Madden Peak 
74NJ  [H] Cruz Farm 
AU62  COLLYMONGLE EAST 
RJTJ  IRUMA 
YPDY  PADTHAWAY STN 
NZVL  Mandeville 
YYLL  YELLOW BANK JUNCTION 
SNPY  SAO SEBASTIAO DO PARAISO 
15WI  Peterson Field 
04NC  [H] Western Wake Medical Center 
SBFN  Fernando de Noronha 
VTBG  Kanchanaburi RTAF 
2E3  CLUCK RANCH 
LILN  Venegono 
EG53  Hook 
SNSB  Sao Bento 
OR29  Gopher Gulch 
4OK9  [H] HIS 
CT13  Yankee Airstrip 
44PA  Pennfield Farm 
YNOM  [S] NORMAN REEF 
LPBG  Bragança 
31NJ  [H] Atlantic City Medical Center-Mainland 
VOTJ  TANJORE 
U81  COLD MEADOWS USFS 
GA44  Richards 
YYND  Yuendumu 
L40  Colfax 
VTCT  Chiang Rai Intl 
XS25  Flying C Ranch 
SNRQ  Porto Rico 
54W  Wood 
0MO7  [H] St Joseph Hospital West 
KLSV  Nellis AFB 
OR01  [H] Douglas Community Hospital 
57L  [H] Operating Engineers Pension Trust Bldg 
SNQJ  Rancho Paraiso 
FB72  Shadow View 
4OI1  [H] Petro 
IA41  Laverty Fld 
PN90  Ranch-Aero 
VCCN  KATUKURUNDA 
MT16  Buffalo Trail Ranch Strip 
EPBK  Bialystok-Krywlany 
HE39  AS SALIHIYAH 
MS70  Rainbow Field 
3OI8  [H] St Lukes Hospital 
7TA7  Flying M Ranch 
HLNF  RAS LANUF OIL 
9T1  [H] M-I Drilling Fluids Company 
SIWL  Fazenda Espigao 
MD41  Gary Field 
TE48  Kings Ranch 
7Y9  Big Falls Muni 
KIMT  Ford 
SITW  Fazenda Santa Luzia 
K26  Carrollton Memorial 
WW70  Prongkoli (GKI) 
DC03  [H] US Park Police Eagles Nest 
KEXX  Davidson County 
94OK  [H] Muskogee Regional Medical Center 
85VA  [S] Lands End 
9U5  Hudson 
SIVH  [H] Sitio Santa Chiara 
20N  KINGSTON ULSTER 
YPDN  Darwin Intl 
MD55  Holly Springs Farm 
CD78  [H] Coal Bank Pass 
SIUS  Fazenda Dona Rosa S. Rezek 
K32  RIVERSIDE 
87NE  Knox Landing 
DC17  [H] Childrens Hospital 
YGGO  GOONOO GOONOO HS 
41MO  Textor 
MS64  Berryhill Farms 
YGDT  GLADSTONE (SA) 
52LA  [H] One Shell Square Emergency 
FB66  Santawani 
YBYM  BUYMARR 
XNZMP  Manuka Point Lodge 
IA55  [H] Myrtue Memorial Hospital 
4OH5  [H] St Thomas Hospital 
XNZM1  Molesworth 
PN84  Lake Arthur Field 
1WA4  [H] Providence Hospital 
GA78  [H] Appling General Hospital 
6II2  Willis Airport Site No. 2 
L54  Agua Caliente Springs 
AR38  [H] Arkansas National Guard Emergency Acce 
XS31  Graham Field 
VTBP  Prachuap Khiri Khan RTAF 
04MO  Airpark - Private 
55S  Packwood 
SNSU  Fazenda Pontao 
17LA  [H] Shell Venice Terminal 
SNPN  Fazenda Agua Fria 
SATI  BERNARDO DE IRIGOYEN 
XEN001C  Frosta 
KMXF  Maxwell AFB 
SCOV  El Tuqui 
LFKE  Saint Jean en Royans 
KANQ  TRI STATE STEUBEN CO 
61CA  [H] Hughes Aircraft Co 
SAWR  Gobernador Gregores 
CL59  [H] Camp 11 
CKF4  Goodsoil 
LHFM  Fertõszentmiklós 
XLF00CF  Saint Vincent de Mercuze 
YOEN  Oenpelli 
WAJK  Kiwi (UFM) 
T22  [H] Charles L Kelly AHP 
IN12  Wildcat Air Landing Area 
II74  Eby Field 
SSIJ  Ijui 
KSPI  Abraham Lincoln Capital 
S44  Spanaway 
24CA  [H] Mesa 
SSJQ  Fazenda Floresta 
3NA3  Folk - Private 
SJDX  Fazenda Bandeirantes 
AZ19  C & L Ranch 
FZGA  LISALA 
SDJK  [H] Centro Empresarial Araguaia 
6AK3  Butler Aviation 
D75  Hannas Acres 
EHGR  Gilze Rijen 
WX23  Balai Agas (MAF) 
XLF0057  Le Fond du Lary Blanc 
UI05  [H] Arshan 
XLF006M  Loches 
KHFD  Hartford Brainard 
95FD  South Point 
SDIP  Fazenda Centro de Voo a Vela Ipua 
SJGC  Fazenda Busato 1 
XLF005V  Villemoutier 
KFKL  VENANGO RGNL 
EDQE  Burg Feuerstein 
2TN4  Hubbs 
SDKO  FAZENDA CAMPO GRANDE 
XESK1  Älvdalen 
EFHE  Helsinki Hernesaari Heliport 
WX37  Beoga (CAMA) 
D61  Towner Municipal 
XLF007I  La Vrine ULM 
UI11  Bichura 
XLF0043  Le Quilloux 
38E  [H] St Marys Helistop 
EDSZ  Rottweil-Zepfenhahn 
SJFG  Fazenda Penedo 
SDHT  [H] Cetenco Plaza - Torre Norte 
MKN  Malekolon 
XLF004R  Les Guifettes 
79PA  Little Britain 
YSTA  Saint Arnaud 
EDPA  Aalen - Elchingen 
FAPH  Phalaborwa 
CYZR  Sarnia - Chris Hadfield 
II60  Barnett 
2MA9  [H] Digital 
SSHN  Recanto das Aguias 
S50  Auburn Muni 
YHAW  Hawker 
28WI  Rutherford 
FASS  Sishen 
2CL1  [H] Canyon Creek 
OM11  Abu Dhabi Northeast 
SSKU  Curitibanos 
UWOO  Orenburg 
PAKF  False Pass 
49NJ  Bertino 
SVVL  DR ANTONIO NICOLAS BRICENO 
WAKO  Okaba 
MU89  Woodland Airstrip 
5MA0  [H] Federal Center 
T36  PAUL PITTMAN MEM 
IN06  [H] Methodist Hospital Helistop 
XLED  Ledbury 
KALN  St. Louis Regl 
XEN000G  Norheimsund 
1V0  Navajo Lake 
DNZA  ZARIA 
LFJA  Chaumont Semoutiers 
SAVV  GOBERNADOR CASTELLO 
UERL  Lensk 
KCTJ  WEST GEORGIA RGNL O V GRAY FLD 
RI18  [H] No.Kingstown Emergency Operations Pad 
XLF00A8  Crots 
MGPP  Poptun 
XLF00BB  Saint Roch Mayères 
3N4  [H] Newark 
6FL1  [H] Mayo Clinic 
1TS3  B & S 
SAWE  Hermes Quijada - Río Grande 
8FL4  [H] Snow 
XEN0015  Gaundalen 
LFHI  Morestel 
MGQC  Quiche 
XLF00CQ  Le Bruel 
FY6  Turner Valley Ranch 
CL65  [H] H.B.P.D. 
YTST  Truscott-Mungalalu 
LDPM  Medulin/Campanoz 
HSMN  Merowe 
LFKR  St Remy de Maurienne 
XLF00C0  Précieux 
KCVB  Castroville Municipal 
CKE8  Unity 
88IN  Gardner 
D49  Columbus Municipal 
EFJM  Jämijärvi 
SJGT  Salto Augusto 
AZ25  Goldfield Ranch 
SDIG  Ibitinga 
YSUR  Surveyors 
EDQR  Ebern-Sendelbach 
UI39  [H] Gusinoe Ozero 044 
XLF005A  Le Gault St Denis 
EFIV  Ivalo 
SJDO  [H] Maroum 
CBN6  Mount Flett 
EDRI  Linkenheim 
XLF006Z  Grange Dieu Levroux 
CYXZ  WAWA 
II48  [H] Channel 13 
S78  Emmett Municipal 
SSJF  [H] Policia Federal Curitiba 
PAIN  McKinley National Park 
ESSW  Vastervik 
FASD  Saldanha Vredenburg 
OJAQ  Aqaba - King Hussein Intl 
SSKB  Fazenda Tupanciretan 
CYZE  GORE BAY MANITOULIN 
39MO  Gardner 
YFOS  FOSSIL DOWNS STN 
VELP  Lengpui 
SSHY  [H] Itaipu 
EFKI  Kajaani 
SDHC  Fazenda Koga 
AZ31  Serene Field 
SJFP  Fazenda Perobal 
SC84  [H] Milliken & Company 
XLF004E  Chesnaie ULM 
ZMBR  Bulagtai Resort 
SJEK  Satelite Aviacao Agricola LTDA 
SDKX  Fazenda Agrovas 
38R  [H] John S Dunn Helistop 
8AK6  Little Susitna 
SAVA  Piedra del Aguila 
XLF00BU  Le Parasoir 
MGPG  Playa Grande 
3MY  Mt. Hawley Auxiliary 
LFIM  Saint Gaudens Montrejeau 
YTRP  TRIPICANA 
CL71  [H] Hughes Corporate 
LFJV  Lasclaveries 
RI24  [H] Duke 
3M8  North Pickens 
XLF00AN  Saint-Martin 
SCNE  Maria Elena 
KCWF  Chennault Intl 
5CO4  Spickard Farm 
OMDL  Delma 
KXBP  Bridgeport Municipal 
4NC2  Bay Creek 
YADE  Annandale 
47NE  [H] Lincoln General Hospital 
YMQI  [H] Macquarie Island 
32PN  Black Rock 
45VA  Frog Hollow Farm 
YMRR  [S] MOORE REEF 
KABR  Aberdeen Regl 
43D  Odessa Municipal 
92LA  [H] Terrebonne General Medical Center 
SD09  [H] Mid-Dakota Hospital 
3C3  Reid-Eash 
LA71  O Brien Flying Service 
2SD1  [H] Mc Kennan Hospital 
XK3MT6  Nistler 
SCCU  Fundo Lolco 
81MO  [H] Bates County Hospital 
LFGF  Beaune Challanges 
M08  William L Whitehurst Field 
AT02  Browning Pass 
SDES  Estancia Colorado 
WV38  [S] West Parkersburg 
02NE  Benes Service 
SDFH  FAZENDA AMALIA 
ME09  [S] Panther Pond 
00VA  [H] Virginia Beach Police Helicopter Base 
11OK  Beefor Ranch 
LOLH  Hofkirchen 
XLF0094  aéro Sermange 
8OH5  Urban 
77PN  Gilfert 
CYTN  Trenton 
UUYW  Vorkuta 
2CA6  [H] K & T 660 Figueroa Partners 
XEDEV  Osterholz-Scharmbeck 
WA09  Roche Harbor 
PAFA  Fairbanks Intl 
SSEI  Fazenda Santo Andre 
TS31  [H] Transco Tower Garage 
WA0X  Pagamba 
S87  Weiser Municipal Airport 
XDR0002  Kourou Arkenne 
FD48  Deep Forest 
SSGV  Getulio Vargas 
CYVQ  Norman Wells 
37OH  [H] Southwest General Hospital 
TS25  Mynatt Field 
SSDM  Aeroclube de Santana do Livramento 
YHMT  Hamilton 
S93  Cle Elum Muni 
SDDW  [H] Delmar 
AT16  Neumayer Station Skiway 
75IN  [H] Howard County Jail 
SJJD  Fazenda Cerro Pora 
XLF008Q  Sagy 
YSXB  SAXBY DOWNS 
XESG2  Fjaras - Duvhed 
RKPU  Ulsan 
SDGL  [H] Catedral Mundial da Fe 
4D1  Three Castles Airpark 
KFEP  Albertus 
XLF0080  Dampierre et Flée 
34F  Mc Lain - Calico 
KACV  Cali Redwood Humboldt Co 
1MS1  [H] Neshoba General Hospital 
CKK3  Coronach/Scobey Border Station 
LFEY  Ile d'Yeu 
LA65  Delta 
1OK5  Hohman 
VYST  SHANTE 
SCBQ  EL BOSQUE 
72OH  Zeigler Landing Strip 
LFFB  Buno Bonnevaux 
WADW  Waingapu Mau Hau 
30IN  Wigent 
LFGQ  Semur en Auxois 
UIIK  [H] 51 PO Kyahta 190 
SCCB  Pedro Villarroel C. 
KABE  Lehigh Valley Intl 
KOLV  OLIVE BRANCH 
LFDJ  Pamiers Les Pujols 
M34  Kentucky Dam State Park 
90WI  Heritage Acres 
DE11  Drummond 
5TA2  Rabbit Run 
23IS  Clark 
MU62  Hilltop 
ZSGZ  Ganzhou Huangjin 
YMRE  Marree 
KXLL  Allentown Queen City Muni 
YADR  ALDERSYDE 
KVAD  Moody AFB 
FD60  [H] Calhoun Sheriffs 
WA35  Clam Harbor 
PAEM  Emmonak 
WA0O  Okbape 
2MO2  Northwood 
TKL  [S] Taku Lodge 
PAFV  Five Mile 
SSFE  Estancia Hercules 
WV04  [H] Appalachian Regional Hospital 
6OI4  [H] Marion General Hospital 
EFEU  Eura 
SJHL  Frisama Eldorado 
AS3  Barkerville 
02MI  [H] Nitz 
LF3136  Gardouch 
66IS  [H] Corporetum Office Campus 
UG22  TBILISI MARNEULI 
4F9  LA MOURE ROTT MUNI 
SDED  Edra do Brasil 
ME35  Matinicus Island 
SJKW  Cumana 2 
84PA  [H] GED 
SC53  [H] USAR Center 
XLF009B  Cipières Alpes d'Azur ULM 
8OK9  [H] Nu-Tech Energy Co 
KFGX  Fleming Mason 
6OH0  [H] Mercy Medical Center 
WV10  Peterstown 
SJIH  [H] Policia Federal do Espirito Santo 
68FD  [H] Orange County Fire Station 54 
FXQN  Qachas Nek 
34Q  Moller 
SJJS  [H] BS Colway 
SC47  Parker Field 
FD74  Bruner Groves 
4II7  Sport Aircraft Flight Park 
SSDZ  Fazenda Divisao 
XEG9HM  Holly Meadow Farm 
2MN6  Van Normans 
TS19  [H] Gws Inc Construction 
SSGA  Garibaldi 
PHOG  Kahului 
YOKE  OAKVALE 
PA28  [H] Westmoreland Hospital 
MKJS  Sangster Intl 
SD21  Hayes Emergency Airstrip 
OS61  DUMAYR 
4WA8  Riverside 
LFFU  Chateauneuf sur Cher 
83TX  TEXAS A AND M FLT TEST STATION 
SAZB  Comandante Espora 
LA59  [H] Thibodaux Hospital & Health Center 
1OH9  Lewis 
M20  Grayson County 
LFEN  Tours Sorigny 
KMVM  Machias Valley 
DE05  [H] Wilmington Country Club 
SDRM  Olomai 
PS96  [H] CRS 
MI10  Hoerners Corners 
SA9D  MAIPU 
SDQV  Fazenda Santa Fe 
XC0031  Deer Lake Seaplane Base 
HTSY  Shinyanga 
6I4  Boone County 
WZ21  Jita (CAMA) 
XC000K  Porcupine Lake 
0IA8  Hannen 
3LA1  Wilder 
CYCP  Blue River 
SSQL  Fazenda Matricha 
YDNB  Doongmabulla 
NGTB  Abemama Atoll 
39WA  Tailskid Ranch 
3NY5  Luke 
SSRW  Fazenda J Campos 
IL10  Thompson 
ZSSH  Huai'an Lianshui 
OAKN  Kandahar 
SVON  ORO NEGRO 
OH61  Amanda 
49TS  [H] E D S 
4LA8  Overton - Private 
YMEL  Melton 
0WI7  Wilmer M Zimmerman Civil Air Patrol - 
MY47  Guggenberger 
UKFF  Simferopol 
1O2  Lampson Fld 
LFSC  Meyenheim AB 
81V  Keyhole 
MN76  Joyner 
KOXD  Miami University 
LFPX  Chavenay Villepreux 
3W6  Bladenboro 
KCMH  John Glenn Columbus Intl 
LFRG  Deauville Normandie 
3VS  Roy Otten Memorial 
80R  Ellis 
1AR8  Flying W Air Park Inc 
MN62  Quast 
83I  Kesler Field 
KCLL  Easterwood Field 
IL04  [H] Methodist Medical Center of Illinois 
YMGS  MOUNT MORGANS 
WASI  Inanwatan 
VNDP  Dolpa 
OH75  [H] Hardin Memorial Hospital 
VNGK  Gorkha 
WAPR  Namlea 
HCRG  [H] CROSS Cap Gris-Nez 
VIAM  AMBALA 
CYBT  Brochet 
0PN5  Nichols 
MYCB  New Bight 
2AL3  Emerald Mountain 
HAIX  [H] Aix en Provence Hospital 
KSIK  Sikeston Mem Muni 
FAKU  Johan Pienaar 
SSSS  SSSS Sao Francisco do Sul 
4P4  Vassar Field 
6AR1  Elder Airstrip 
KJDY  [H] R I Sd Downey Helistop 
PS82  Lazy J. Ranch 
SDSI  [H] SESI FIESP 
XESS7  Troslanda 
84FL  [H] Capeletti 
XC002T  Vermilion Bay Seaplane Base 
RKD1  G 802 
SDPR  [H] Pirelli SA 
YSLG  SILENT GROVE 
XC001O  Redstone Lake 
EDHG  Lueneburg 
6H0  Williamson 
XC0025  Muncho Lake 
CNA4  Emsdale 
NGTU  Butaritari Atoll 
UUME  [H] Pushkino Heliport 
PARS  Russian Mission 
CYCG  CASTLEGAR 
RPSN  Ubay 
YDMN  DALY RIVER MISSION 
PAQH  Quinhagak 
SDQA  [H] Cent Empres. Nacoes Unidas Torre O 
SA9S  MONTE CASEROS TIMBOY 
VY03  TOUNGKOMEI 
YSMT  SUNNYMOUNT 
HTSN  Seronera 
SDRZ  Fazenda Maraba 
LOXZ  Zeltweg AB 
99KY  Gravity Zero 
SA92  BAHIA BLANCA AEROCLUB 
6J8  Rudys 
SAOC  Rio Cuarto - Area Material 
0ND2  Swenson 
RK32  G 420 
92XS  T R Funk Inc 
YTHI  Thistle Island 
SMZO  Zorg En Hoop 
LFPO  Paris Orly 
LFST  Strasbourg Entzheim 
ZSPD  Shanghai PUDONG 
9PN9  [H] Perin 
NK43  Jerry Phibbs 
KTME  Houston Executive 
XEH29  Castricum Gliders 
TX72  Wood Triple D 
YCHS  CHEVIOT HILLS 
IL38  J Maddock 
HFOI  [H] DZ Hopital Val d Ariege 
ETNL  Rostock-Laage 
NK57  [H] Ross 
OH49  [H] Christ Hospital 
VI40  KARNAL 
VNDG  Dang / Tulsipur / Tribhuvannagar 
TX66  Rebel Field 
YMGD  Maningrida 
0NE6  FRAGER FLD 
A39  Ak-Chin Regl 
HSWW  Wau Airport 
DNAK  AKURE 
LFQK  Chalons Ecury sur Coole 
80E  Oscura AAF Aux 
1MD8  Mayberry Run 
LFRP  Ploermel Loyat 
3PS2  [H] Chestnut Street Garage 
SDPE  [H] Pirelli Eden 
EFSO  Sodankyla 
SA8W  LOS MENUCOS 
XCYZ2  Portage La Prairie (North) 
MI38  Eichmeier Field 
6MD1  Dileo Field 
H87  Bowers Airpark 
EDHP  Pellworm 
ULAS  Solovki 
8F4  FOARD CO 
KJDN  Jordan 
SA86  SAN JUSTO SANTA FE 
EFPT  Tampereen Yliopistollinen Sairaala 
XC002C  Lac Sebastien Seaplane Base 
WZ09  Igamu (MAF) 
EDH1  Neujellingsdorf 
XC0019  St Michel des Saints 
CYAX  Lac Du Bonnet 
YJAB  Jabiru 
SSSD  Soledade 
YFTN  Mount Fitton Talc 
PASW  Skwentna 
CYBC  Baie Comeau 
ESHJ  [H] Jönköping Ryhov hospital 
YJBY  Jervis Bay 
ESFA  Hässleholm Bokeberg 
Q85  Sanborn 
4IS9  [H] Doctors Hospital 
8XS2  Rachal 
CYOS  Billy Bishop Regl 
KSDL  SCOTTSDALE 
LS24  [H] Touro Infirmary 
SA5G  Las Varillas/Ginero 
SJSF  Agropecuaria Barrinha 
13OI  [H] Union Hospital 
CNL3  Brockville 1000 Island Rgl 
KHQZ  Mesquite Metro 
PS55  [H] Core States - 1St Pa 
UBAK  [H] Baikonur Cosmodrome 
KOTG  Worthington Muni 
KMOX  MORRIS MUNI 
KCAK  Akron Canton Rgnl 
1C1  Paxton 
1OR7  Skyhill 
SAC6  RANCHOS LA IGUALDAD 
TA64  Johnson Ranch 
TFFC  Saint Francois 
63F  STANTON MUNI 
KMLC  MC ALESTER RGNL 
YORP  ORAPARINNA 
56OI  Double S Farms 
32KS  Wilkens 
NE64  Hershey Flying Service Field 
YMIO  Mill Iron 
VNJL  Jumla 
MY84  [H] Sioux Valley Hospital 
WMKB  Butterworth 
9PA6  [H] State Police Area Six 
MY90  Scotts Due North 
TX99  Williams Field 
GECE  [H] GECE Ceuta 
21KY  Lincoln Farm 
SVBI  Barinas 
LJHS  Heliport SB Slovenj Gradec 
WS48  [H] Memorial Hospital 
ZA6G  Armavir (Krasnaya Polyana) 
3Z1  Feather River 
61Y  Ralph E Koch Airport 
1B5  Franconia 
83OR  Tamarack Springs Ranch 
TA70  W J E 
SAB2  RUFINO 
0NJ9  [H] Jersey Tpke New Brunswick Helistop 
7IL6  Dr Joseph W Esser 
ED1O  [H] Kassel Rotkreuz Krankenhaus 
63ND  Moellenkamp 
62B  Drisko 
7NJ0  [H] Indian Mills 
SA79  SAN ANTONIO DE ARECO HARAS LA POMME 
SA4C  CHOLILA 
KJKA  JACK EDWARDS 
SJRB  Fazenda VR 
SA7X  LA PLATA TOLOSA 
KDFI  DEFIANCE MEM 
SJQY  [H] Terminal do Solimoes 
64KY  Hemp Ridge 
PS41  [H] Shenango Valley Medical Center 
H78  [H] St Anthony Memorial Hospital 
77IL  Wernsmans 
0GA7  Hickory Level Airfield 
KHSE  Billy Mitchell 
ESGE  Boras Viared 
CYML  Charlevoix 
28CL  BORAX 
LTCG  Trabzon 
26ND  Chitwood Airstrip 
LS30  [H] E A Conway Hospital 
SJPJ  [H] Prefeitura do Municipio de Jundiai 
SA6K  GENERAL RODRIGUEZ 
SA51  Ameghino Sigfrido Rohr Aviagro 
0IN7  [H] Roto-Whirl Holiday 
79FL  Neal Field 
F88  Jonesboro 
EDFL  Giessen - Luetzellinden 
ULOO  PSKOV 
PS69  Barnhart 
15W  Dennis Farms 
SJSQ  [H] Palma 
11TA  [H] Conoco 
SA5P  FIRMAT AEROCLUB 
2VA9  Airlie 
KHQM  Bowerman 
9NJ5  Stallone 
6MI6  Hancock 
H50  King 
EDEW  Wallduern 
WT06  Siloam (MAF) 
UBBG  Ganja 
CYOD  Cold Lake 
LTBT  Akhisar AB 
ESEM  [H] Lund hospital 
YHTA  Hiltaba 
26LL  Anderson 
5FD7  Chinsegut 
LTAO  Tulga 
LS18  Ag Aviation 
35NY  Ciszak 
FA04  [H] Mease Hospital Emergency 
SVCZ  CAPITAN MANUEL RIOS GUARICO AIRBASE 
X07  Lake Wales Muni 
YORG  Orange 
YMIX  MIDDALYA HS 
54TA  George P Shanks 
NK80  [H] Rainbow Helicopters Inc 
MN89  Aerovilla 
5VA0  [H] South Boston Medical 
KOWK  Central Maine of Norridgewock 
9IL3  Wm Quinton Rla 
KAYX  Arnold AFB 
WS60  Vern Air Park 
KMLT  MILLINOCKET MUNI 
KCBG  Cambridge Muni 
63Q  [H] Pacific Gas & Electric Co Camp 5 
3X9  [H] Road Rock Inc 
KAZC  Colorado City Muni 
60J  Odell Williamson Municipal 
KOVO  North Vernon 
UEEE  Yakutsk 
WS74  Als Airway 
O22  COLUMBIA 
1A9  PRATTVILLE GROUBY FLD 
XOMHY  Higher Yasat 
5TX0  Hidden Valley Airpark 
ED2C  [H] Itzehoe Klinikum 
81WA  [H] Jobe Skis Plant 1 
09GA  Sunbelt Strip 
FA10  [H] BSO Public Safety Helistop 
7PA3  Charles G. Kalko 
CPF4  Bruce McPhail Memorial 
X13  Carrabelle Thompson 
KTCY  Tracy Muni 
LZMC  MALACKY 
LTCP  Adiyaman 
SV74  ARICUAISA 
ESGR  Skovde 
SJQN  QUIRINOPOLIS 
EHRD  Rotterdam The Hague 
SA45  FRIAS 
SA7O  JUAREZ CELMAN BRIG. MY. JUAN IGNACIO S 
KHSR  Hot Springs Muni 
EDGH  Hettstadt 
2TX9  [H] Ethyl Corp 
ZMUL  Ulgii 
SJRU  [H] Maria Cecilia Lara Campos 
14S  Westport 
SA4T  CORONEL VIDAL 
8J7  TOMLINSON FLD 
WT12  Singkawang I (MAF) 
EDDS  Stuttgart 
H44  Mc Pherson 
YCFN  Clifton 
NK95  [H] Bastek 
YOSB  Osborne Mine 
VI82  Bharkot 
YOPY  [S] OSPREY REEF 
FA11  Bird Field 
LHSZ  Szentes 
5TX1  Harley White Field 
ED2B  [H] Flensburg Diakonissenkrankenhaus 
1A8  Empire 
SABE  Jorge Newbery Aeroparque 
LHPA  Pápa (Párduc) 
KCCB  Cable 
62T  [H] Otto Kaiser Hospital 
O23  Ranchaero 
